sample_name,CST,oCST,center_name,experiment_design_description,instrument_model,library_construction_protocol,linker,orig_name,project_name,run_center,run_date,run_prefix,sample_plate,target_gene,target_subfragment,well_description,well_id,qiita_prep_id,birthplace,cage,env_biome,env_feature,env_material,env_package,facility,geo_loc_name,host_age,host_age_units,host_body_habitat,host_body_product,host_body_site,host_common_name,host_life_stage,host_scientific_name,mouse,host_subject_id,host_taxid,qiita_study_id,room_number,sample_type,scientific_name,taxon_id,tp_char,title,timepoint,treatment,trx,tube_number,Description
12502.1C17,6,6,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1C17,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_2,16S rRNA,V4,Momi_Patras_Seed_Plate_2_1C17_D7,D7,7837,Jackson Labs,C6,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C17,C17,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,Control_GBS,2,,Vaginal lavage day 1
12502.2C17,5,4,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,2C17,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_1,16S rRNA,V4,Momi_Patras_Seed_Plate_1_2C17_A4,A4,7837,Jackson Labs,C6,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C17,C17,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d2,Impact of human milk oligosaccharides on mouse vaginal microbiota,2,Control_GBS,2,,Vaginal lavage day 2
12502.3C17,5,4,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,3C17,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_2,16S rRNA,V4,Momi_Patras_Seed_Plate_2_3C17_D5,D5,7837,Jackson Labs,C6,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C17,C17,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d3,Impact of human milk oligosaccharides on mouse vaginal microbiota,3,Control_GBS,2,,Vaginal lavage day 3
12502.6C17,5,4,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,6C17,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_3,16S rRNA,V4,Momi_Patras_Seed_Plate_3_6C17_A5,A5,7837,Jackson Labs,C6,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C17,C17,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d6,Impact of human milk oligosaccharides on mouse vaginal microbiota,6,Control_GBS,2,,Vaginal lavage day 6
12502.0C18,1,1,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,0C18,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_2,16S rRNA,V4,Momi_Patras_Seed_Plate_2_0C18_B10,B10,7837,Jackson Labs,C6,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C18,C18,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d0,Impact of human milk oligosaccharides on mouse vaginal microbiota,0,Control_GBS,2,,Vaginal lavage day 0
12502.1C18,6,6,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1C18,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_1,16S rRNA,V4,Momi_Patras_Seed_Plate_1_1C18_D4,D4,7837,Jackson Labs,C6,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C18,C18,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,Control_GBS,2,,Vaginal lavage day 1
12502.2C18,5,4,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,2C18,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_1,16S rRNA,V4,Momi_Patras_Seed_Plate_1_2C18_E9,E9,7837,Jackson Labs,C6,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C18,C18,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d2,Impact of human milk oligosaccharides on mouse vaginal microbiota,2,Control_GBS,2,,Vaginal lavage day 2
12502.6C18,5,4,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,6C18,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_1,16S rRNA,V4,Momi_Patras_Seed_Plate_1_B01_B1,B1,7837,Jackson Labs,C6,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C18,C18,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d6,Impact of human milk oligosaccharides on mouse vaginal microbiota,6,Control_GBS,2,,Vaginal lavage day 6
12502.1C19,6,6,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1C19,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_1,16S rRNA,V4,Momi_Patras_Seed_Plate_1_1C19_G4,G4,7837,Jackson Labs,C6,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C19,C19,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,Control_GBS,2,,Vaginal lavage day 1
12502.2C19,6,6,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,2C19,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_1,16S rRNA,V4,Momi_Patras_Seed_Plate_1_2C19_C2,C2,7837,Jackson Labs,C6,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C19,C19,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d2,Impact of human milk oligosaccharides on mouse vaginal microbiota,2,Control_GBS,2,,Vaginal lavage day 2
12502.3C19,6,6,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,3C19,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_2,16S rRNA,V4,Momi_Patras_Seed_Plate_2_3C19_A2,A2,7837,Jackson Labs,C6,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C19,C19,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d3,Impact of human milk oligosaccharides on mouse vaginal microbiota,3,Control_GBS,2,,Vaginal lavage day 3
12502.6C19,6,6,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,6C19,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_2,16S rRNA,V4,Momi_Patras_Seed_Plate_2_6C19_C2,C2,7837,Jackson Labs,C6,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C19,C19,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d6,Impact of human milk oligosaccharides on mouse vaginal microbiota,6,Control_GBS,2,,Vaginal lavage day 6
12502.0C2,1,1,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,0C2,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Plate_1_12502.0C2_E2,E2,7298,Jackson Labs,C1,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C02,C2,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d0,Impact of human milk oligosaccharides on mouse vaginal microbiota,0,Control_GBS,2,,Vaginal lavage day 0
12502.1C2,3,2,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1C2,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Plate_1_12502.1C2_C11,C11,7298,Jackson Labs,C1,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C02,C2,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,Control_GBS,2,,Vaginal lavage day 1
12502.2C2,3,2,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,2C2,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Plate_1_12502.2C2_H6,H6,7298,Jackson Labs,C1,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C02,C2,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d2,Impact of human milk oligosaccharides on mouse vaginal microbiota,2,Control_GBS,2,,Vaginal lavage day 2
12502.3C2,3,2,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,3C2,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Plate_1_12502.3C2_B4,B4,7298,Jackson Labs,C1,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C02,C2,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d3,Impact of human milk oligosaccharides on mouse vaginal microbiota,3,Control_GBS,2,,Vaginal lavage day 3
12502.6C2,1,1,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,6C2,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_2,16S rRNA,V4,MoMI_Seed_Patras_Plate_2_12502.6C2_B12,B12,7298,Jackson Labs,C1,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C02,C2,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d6,Impact of human milk oligosaccharides on mouse vaginal microbiota,6,Control_GBS,2,,Vaginal lavage day 6
12502.1C20,6,6,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1C20,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_1,16S rRNA,V4,Momi_Patras_Seed_Plate_1_1C20_C6,C6,7837,Jackson Labs,C6,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C20,C20,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,Control_GBS,2,,Vaginal lavage day 1
12502.3C20,6,6,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,3C20,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_2,16S rRNA,V4,Momi_Patras_Seed_Plate_2_3C20_A3,A3,7837,Jackson Labs,C6,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C20,C20,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d3,Impact of human milk oligosaccharides on mouse vaginal microbiota,3,Control_GBS,2,,Vaginal lavage day 3
12502.6C20,5,4,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,6C20,Momi Seed Patras,UCSDMI,10/11/19,RERUN_IBD_200_1-3_MoMi_Patras_Seed_1-3_S1_L001,Momi_Patras_Seed_Plate_2,16S rRNA,V4,Momi_Patras_Seed_Plate_2_6C20_C7,C7,7837,Jackson Labs,C6,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C20,C20,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d6,Impact of human milk oligosaccharides on mouse vaginal microbiota,6,Control_GBS,2,,Vaginal lavage day 6
12502.1C3,6,6,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1C3,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Plate_1_12502.1C3_E8,E8,7298,Jackson Labs,C1,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C03,C3,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,Control_GBS,2,,Vaginal lavage day 1
12502.2C3,5,4,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,2C3,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Plate_1_12502.2C3_A6,A6,7298,Jackson Labs,C1,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C03,C3,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d2,Impact of human milk oligosaccharides on mouse vaginal microbiota,2,Control_GBS,2,,Vaginal lavage day 2
12502.3C3,3,2,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,3C3,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_2,16S rRNA,V4,MoMI_Seed_Patras_Plate_2_12502.3C3_B3,B3,7298,Jackson Labs,C1,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C03,C3,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d3,Impact of human milk oligosaccharides on mouse vaginal microbiota,3,Control_GBS,2,,Vaginal lavage day 3
12502.6C3,5,4,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,6C3,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Plate_1_12502.6C3_B7,B7,7298,Jackson Labs,C1,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C03,C3,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d6,Impact of human milk oligosaccharides on mouse vaginal microbiota,6,Control_GBS,2,,Vaginal lavage day 6
12502.1C4,6,6,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1C4,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_2,16S rRNA,V4,MoMI_Seed_Patras_Plate_2_12502.1C4_A11,A11,7298,Jackson Labs,C1,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C04,C4,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,Control_GBS,2,,Vaginal lavage day 1
12502.0C5,1,1,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,0C5,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Plate_1_12502.0C5_H11,H11,7298,Jackson Labs,C1,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C05,C5,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d0,Impact of human milk oligosaccharides on mouse vaginal microbiota,0,Control_GBS,2,,Vaginal lavage day 0
12502.1C5,3,2,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1C5,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_2,16S rRNA,V4,MoMI_Seed_Patras_Plate_2_12502.1C5_A3,A3,7298,Jackson Labs,C1,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C05,C5,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,Control_GBS,2,,Vaginal lavage day 1
12502.2C5,3,2,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,2C5,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Plate_1_12502.2C5_A10,A10,7298,Jackson Labs,C1,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C05,C5,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d2,Impact of human milk oligosaccharides on mouse vaginal microbiota,2,Control_GBS,2,,Vaginal lavage day 2
12502.3C5,3,2,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,3C5,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_2,16S rRNA,V4,MoMI_Seed_Patras_Plate_2_12502.3C5_D11,D11,7298,Jackson Labs,C1,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C05,C5,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d3,Impact of human milk oligosaccharides on mouse vaginal microbiota,3,Control_GBS,2,,Vaginal lavage day 3
12502.6C5,5,4,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,6C5,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Plate_1_12502.6C5_D2,D2,7298,Jackson Labs,C1,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C05,C5,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d6,Impact of human milk oligosaccharides on mouse vaginal microbiota,6,Control_GBS,2,,Vaginal lavage day 6
12502.0C6,1,1,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,0C6,MoMI Seed Patras,UCSDMI,7/18/19,RERUN_MoMI_Seed_Patras_1-2_Paulus_LIBR_38_41_44_45_S1_L001,MoMI_Seed_Patras_Plate_2,16S rRNA,V4,MoMI_Seed_Patras_Plate_2_12502.0C6_C9,C9,7298,Jackson Labs,C2,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,C06,C6,10090,12502,B226,vaginal mucus,mouse metagenome,1441287,d0,Impact of human milk oligosaccharides on mouse vaginal microbiota,0,Control_GBS,2,,Vaginal lavage day 0
